Report,Label,Feature,Sentence
report06.pdf.txt_sent.csv,,,This would depress the price of Jade shares even further.
report06.pdf.txt_sent.csv,,,Showing How the Withdrawal of APLL?s Offer Had Affected the Price of Jade Shares 81.
report06.pdf.txt_sent.csv,,,"The actual effect on the price of Jade shares after the revelation of the ?insufficient financial resources information? could be seen from the trading of Jade shares on 7 April 2008, the first trading day after the announced withdrawal of the Offer on 5 April 2008 (6 April 2008 being a weekend)."
report06.pdf.txt_sent.csv,,,"According to the announcement (a copy is attached as Appendix H), APLL was required, by reason of events relating to Opes, to have additional financial resources to satisfy full acceptances of the Offer."
report06.pdf.txt_sent.csv,,,"But due to the sudden and unexpected turn of events, APLL was not able to obtain an unconditional confirmation from an appropriate third party that there were available funds to satisfy full acceptances of the Offer."
report06.pdf.txt_sent.csv,,,"As a result, the Offer was withdrawn."
report06.pdf.txt_sent.csv,Event,,"On 7 April 2008, Jade shares opened for trading at the low price of $0.080 and experienced heavy selling before closing down a hefty $0.155 or 70.5%, from $0.220 on 1 April 2008 to $0.065 on 7 April 2008 (there was a trading halt on 2-4 April 2008, and 5&6 were the weekend)."
report06.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"A total of 166.2 million shares were traded on this day, which was more than twice the volume of shares traded (of 81.8 million) on the first day after the initial Offer announcement."
report06.pdf.txt_sent.csv,Event,Number of days a specific event happened vs number of days suspects traded over the review period,"Over the next 14 days, Jade shares traded between $0.060 and $0.095 with daily trade volume ranging from a low of 12.2 million to a high of 269.0 million shares."
report06.pdf.txt_sent.csv,Attribute,Index,"On 7 April 2008, the UOBDAQ, representing the broader Catalist market, closed down 1.52 points or a decrease of 1.0% at 150.16 compared to 151.68 the previous trading day."
report06.pdf.txt_sent.csv,Attribute,Index,"The STI SmallCap, on the other hand, was up 9.42 points or 1.4% at 664.22."
report06.pdf.txt_sent.csv,Attribute,Index,The STI also closed up 26.36 points or 0.8% to 3181.92 from 3155.56 the previous trading day.
report06.pdf.txt_sent.csv,Attribute,Index,The DJI closed little changed at 12612.43 on 7 April 2008 from 12609.42 on the previous day.
report06.pdf.txt_sent.csv,,,"It is clear from the evidence above that the hefty fall in the price of Jade shares could not be attributed to conditions prevailing in the markets in general, or other macro- economic factors."
report06.pdf.txt_sent.csv,,,"It had to do with something specifically related to the Company and, at that time, the only new information was the announcement of the withdrawal of APLL?s Offer for Jade shares due to insufficient financial resources."
report06.pdf.txt_sent.csv,,,"The market impact evidence above clearly showed that the ?insufficient financial resources information? did, in fact, had a significant effect on the price or value of Jade shares."
report06.pdf.txt_sent.csv,,,"Based on the analysis above, my opinion is as follows: a."
report06.pdf.txt_sent.csv,,,"From the evidence, it was clear that the announcement that APLL was withdrawing its Offer for Jade shares due to insufficient financial resources on 5 April had caused heavy selling of Jade shares on the next trading day, and this had resulted in a significant drop in the price of Jade shares."
report06.pdf.txt_sent.csv,,,"When this information was made generally available via APLL?s announcement on 5 April 2008, there was heavy selling of Jade shares on the next trading day."
report06.pdf.txt_sent.csv,,,"As explained above, the selling would likely have come from both retail traders/speculators and common investors alike."
report06.pdf.txt_sent.csv,,,"In addition, potential buyers would likely be discouraged from making their purchases."
report06.pdf.txt_sent.csv,Reason,,"In my opinion, the information that APLL did not have sufficient financial resources to implement in full, all acceptances of Jade?s shares, if it was made generally available, was likely to effect a significant change in the price or value of Jade shares; and c."
report06.pdf.txt_sent.csv,Reason,,"In my opinion, there was a substantial likelihood that the information if it was made generally available, would influence a reasonable investor in 31 deciding whether or not to buy or sell Jade shares; and d."
report06.pdf.txt_sent.csv,Reason,,"In my opinion, a reasonable person in possession of the above information would expect it to have a material effect on the price or value of Jade shares."
report06.pdf.txt_sent.csv,Reason,,i. Asia Pacific Links Ltd did not have sufficient financial resources to implement its voluntary conditional cash offer for all ordinary issued shares of Jade in full (the ?insufficient financial resources information?); ii.
report06.pdf.txt_sent.csv,Reason,,OCBC had received confirmation from Standard Chartered Bank (Jakarta) that it did not issue the financial resources confirmation letter and the banker?s guarantee (the ?SCBJ confirmation that it did not issue the Letter and BG information?) which Asia Pacific Links Ltd previously used as proof that it had sufficient financial resources to satisfy full acceptances of the Offer; iii.
report06.pdf.txt_sent.csv,Reason,,"Opes Prime Stockbroking Ltd had gone into receivership on 28 March 2008 and 300,050,000 of Jade shares which Asia Pacific Links Ltd had lent to Opes Prime 32 Stockbroking Ltd pursuant to a share lending agreement may be seized or sold by the creditors of Opes and that APLL may no longer have beneficial ownership of the said shares (the ?Opes receivership and possible seizure and sale of APLL?s Jade shares by Opes? creditors and the uncertainty over APLL?s beneficial ownership of the said Jade shares information?): would a reasonable person possession of the above information expect it (interpreted singly and in combination) to have a material effect on the price or value of Jade shares?"
report06.pdf.txt_sent.csv,,,Issue Five (i) on the ?insufficient financial resources information? if interpreted singly is similar to that of Issue
report06.pdf.txt_sent.csv,,,Four and the detailed analysis presented above applies.
report06.pdf.txt_sent.csv,,,I would like just to state here that my opinion and conclusion are the same.
report06.pdf.txt_sent.csv,Reason,,"From the evidence, it was clear that the announcement that APLL was withdrawing its Offer for Jade shares due to insufficient financial resources on 5 April had caused heavy selling of Jade shares on the following day, and this had resulted in a significant drop in the price of Jade shares."
report06.pdf.txt_sent.csv,Reason,,"When this information was made generally available via APLL?s announcement on 5 April 2008, there was heavy selling of Jade shares on the very next trading day."
report06.pdf.txt_sent.csv,Reason,,"As explained above, the selling would likely come from both retail 33 traders/speculators and common investors alike."
report06.pdf.txt_sent.csv,Reason,,"In addition, potential buyers would likely be discouraged from making purchases.;"
report06.pdf.txt_sent.csv,Reason,,"It is, therefore, my opinion that the information that APLL did not have sufficient financial resources to implement in full all acceptances of Jades shares if it were generally available was likely to effect a significant change in the price or value of Jade shares; and"
report06.pdf.txt_sent.csv,Reason,,"In my opinion, there was a substantial likelihood that the information would influence a common investor in deciding whether or not to buy or sell Jade shares; and d."
report06.pdf.txt_sent.csv,Reason,,"In my opinion, a reasonable person in possession of the above information would expect it to have a material effect on the price or value of Jade shares."
report06.pdf.txt_sent.csv,,,Effect of the ?SCBJ confirmation that it did not issue the Letter and BG information? 90.
report06.pdf.txt_sent.csv,,,(ii) on the ?SCBJ confirmation that it did not issue the Letter and BG information? if interpreted singly would cast serious doubts on APLL?s Offer.
report06.pdf.txt_sent.csv,,,The denial by SCBJ meant that APLL did not actually have financial support from SCBJ.
report06.pdf.txt_sent.csv,,,"Questions would be asked as to whether APLL had the financial standing to find another banker to replace SCBJ (and how soon that can be done) or whether, in fact, APLL did have the financial resources to implement the Offer in full and whether APLL had relied on faked documents."
report06.pdf.txt_sent.csv,,,"If this information were to be made generally available, it would likely have a more serious impact on investors than the ?insufficient financial resources information?."
report06.pdf.txt_sent.csv,Reason,,"This is because, in addition to the doubts about the financial resources of APLL, the denial by SCBJ suggested that there was the possibility of fraud being committed as fake documents were used."
report06.pdf.txt_sent.csv,,,"If investors became aware that APPL and/or Dr Anthony Soh had shown OCBC fake documents to obtain OCBC?s confirmation that APLL had sufficient financial resources for the take-over exercise, their reaction would be very negative."
report06.pdf.txt_sent.csv,,,"There might also be doubts about the integrity of APLL and/or Dr Anthony Soh, and since he was also a Director and Group President of Jade, questions would be asked of Jade as well."
report06.pdf.txt_sent.csv,,,"Market participants, including common investors, would likely react to these doubts and uncertainty by adopting the ?sell first and find out later? attitude."
report06.pdf.txt_sent.csv,,,They might just ?dump? Jade shares and depress the price of Jade shares.
report06.pdf.txt_sent.csv,,,"My opinions on Issue Five (ii) are, therefore, as follows: a."
report06.pdf.txt_sent.csv,,,"The information, that SCBJ did not issue the Letter, Fax and the BG, if made generally available would create not only doubts about APLL?s financial resources and its ability to implement the Offer in full and but also raise questions about the integrity of APLL and/or Dr Anthony Soh."
report06.pdf.txt_sent.csv,,,The uncertainty would likely cause common investors to immediately sell their Jade shares and potential buyers to hold back on their purchases.
report06.pdf.txt_sent.csv,,,Both these actions would depress the price of Jade shares.
report06.pdf.txt_sent.csv,,,"Therefore the information, if it were made generally available, in my opinion, was likely to effect a significant change in the price or value of Jade shares; and 35"
report06.pdf.txt_sent.csv,,,"This information, if it was made generally available, would likely cause a deluge of selling of Jade shares and result in asignificant fall in the price of Jades shares."
report06.pdf.txt_sent.csv,,,A common investor would likely not stand idle in the face of such selling pressure and knowing how this would affect the price of Jade shares.
report06.pdf.txt_sent.csv,,,He would likely sell his Jade shares as well.
report06.pdf.txt_sent.csv,,,Any common investor looking to buy would also likely hold back his purchases.
report06.pdf.txt_sent.csv,Reason,,"In my opinion, there was a substantial likelihood that this information, if it were generally available, would influence a common investor in deciding whether or not to buy or sell Jade shares; and c."
report06.pdf.txt_sent.csv,Reason,,"In my opinion, a reasonable person in possession of this information would expect it to have a material effect on the price or value of Jade shares."
report06.pdf.txt_sent.csv,,,Effect of the ?Opes? receivership and possible seizure and sale of APLL?s Jade shares by Opes? creditors and that APLL may no longer have beneficial ownership of the said Jade shares information? 94.
report06.pdf.txt_sent.csv,,,"I was informed that, although APLL had signed a share lending agreement called the Global Master Securities Lending Agreement (GMSLA) with Opes involving Jade shares, there was no reference to this in the press release on 28 March 2008 by the Australian Securities and Investments Commission when it announced that Opes was placed under receivership the day before."
report06.pdf.txt_sent.csv,,,A copy of the press release can be found in Appendix I).
report06.pdf.txt_sent.csv,,,"As such, the press release itself would have no effect on APLL?s Offer and the trading of Jade shares."
report06.pdf.txt_sent.csv,,,"If, the information in Issue Five (iii) were made generally available, it would likely raise serious questions about not only APLL?s financial position but also the fate of those 300,050,000 Jade shares."
report06.pdf.txt_sent.csv,,,"As the amount of Jade shares ?lent? was large, this implied that APLL could have borrowed a substantial sum from Opes."
report06.pdf.txt_sent.csv,,,"As the GMSLA had provided for the re-delivery of the Jade shares back to APLL if the loan was repaid, questions would be asked if APLL could come up with the funds within a reasonable time to repay Opes and avoid any force-selling."
report06.pdf.txt_sent.csv,,,"Further, if APLL could not repay the loan, then those Jade shares would likely be force-sold by Opes? creditors."
report06.pdf.txt_sent.csv,,,"If that happened, there would not be any Jade shares left for re-delivery even if, at a later date, APLL could find the funds for repayment."
report06.pdf.txt_sent.csv,,,"To a common investor who did not have sight of the GMSLA, the above possible events may effectively reduce the percentage shareholding that APLL had in Jade shares."
report06.pdf.txt_sent.csv,,,The above concerns of a common investor would be even greater if he knew of the contents of the GMSLA.
report06.pdf.txt_sent.csv,,,"According to the GMSLA, the beneficial ownership of the 300,050,000 Jade shares was transferred to Opes when the cash or loan proceeds were given to APLL."
report06.pdf.txt_sent.csv,,,"So, those 300,050,000 Jade shares did not actually belong to APLL anymore once the GMSLA was signed and cash paid to APLL."
report06.pdf.txt_sent.csv,,,The beneficial ownership of those Jade shares would no longer be APLL
report06.pdf.txt_sent.csv,,,and that would likewise reduce the percentage of shareholding that APLL had of Jade shares.
report06.pdf.txt_sent.csv,,,"If market participants were to be aware of the possibility that APLL might have owned less shares in Jade than was announced with the Offer, they would be concerned, as the reduced percentage shareholding meant that APLL?s Offer for Jade shares would now have to be for a larger amount than originally planned."
report06.pdf.txt_sent.csv,,,Would APLL have additional funds to cater for this?
report06.pdf.txt_sent.csv,,,There would be too many questions and ?ifs? for market participants to consider.
report06.pdf.txt_sent.csv,,,"As the loan amount was likely to be substantial and coupled with the serious beneficial 37 ownership issues that needed to be resolved, they would worry that these issues might put APLL"
report06.pdf.txt_sent.csv,,,Market participants? reaction to such an uncertainty would likely be to ?play it safe? and ?sell first and find out later?.
report06.pdf.txt_sent.csv,,,This rush to sell would result in a drop in the price of Jade shares.
report06.pdf.txt_sent.csv,,,"As for potential buyers, they would likely hold back their purchases."
report06.pdf.txt_sent.csv,,,My opinions on Issue Five (iii) are as follows:
report06.pdf.txt_sent.csv,,,"The information about Opes? receivership and the possible seizure and sale of Jade shares by Opes? creditors and the uncertainty over beneficial ownership of the 300,050,000 Jade shares, if made generally available, would raise many questions about APLL?s financial position and the percentage shareholding of APLL?s stake in Jade and its ability to fully implement the Offer for Jade shares."
report06.pdf.txt_sent.csv,,,The serious concerns and uncertainty created would likely cause common investors to immediately sell Jade shares and depress its price.
report06.pdf.txt_sent.csv,,,Potential buyers would likely hold back their purchases as well.
report06.pdf.txt_sent.csv,Reason,,"It is my opinion, therefore, that this information if it were generally available was likely to effect a significant change in the price or value of Jade shares; and b."
report06.pdf.txt_sent.csv,Reason,,"This information, if it was made generally available, would likely cause a deluge of selling of Jade shares and result in a significant fall in the price of Jades shares."
report06.pdf.txt_sent.csv,Reason,,"A common investor would not likely stand idle in the face of such selling pressure, knowing how this would adversely affect the price of Jade shares."
report06.pdf.txt_sent.csv,Reason,,He would likely sell his Jade shares first and not wait for any explanation or clarification 38 as the share price could have fallen by then.
report06.pdf.txt_sent.csv,Reason,,A common investor looking to buy would also likely hold back his purchases.
report06.pdf.txt_sent.csv,Reason,,"In my opinion, there was a substantial likelihood that this information would influence a common investor in deciding whether or not to buy or sell Jade shares; and c."
report06.pdf.txt_sent.csv,Reason,,"In my opinion, a reasonable person in possession of the information would expect it to have a material effect on the price or value of Jade shares."
report06.pdf.txt_sent.csv,Reason,,"As discussed above, each of the information in Issue Five (i), (ii) and (iii), interpreted singly, would have or likely to have a significant effect on the price or value of Jade shares and that, there was a substantial likelihood that a common investor would be influenced by each piece of the information in deciding whether or not to buy or sell Jade shares."
report06.pdf.txt_sent.csv,,,A reasonable person in possession of each of the information would expect it to have a material effect on the price and value of Jade shares.
report06.pdf.txt_sent.csv,,,"It follows that any combination of the 3 pieces of information or all 3 taken together, if they were generally available, would in a similar manner, effect or be likely to effect a significant change in the price or value of Jade shares, and would or would be likely to influence a common investor in deciding whether or not to buy or sell Jade shares."
report06.pdf.txt_sent.csv,,,A reasonable person in possession of any combination (any 2 or all) of the information would expect it to have a material effect on the price and value of Jade shares.
report06.pdf.txt_sent.csv,,,"In fact, any combination of the above information would just raise more questions about APLL?s financial position and cast more doubts on the ability of APLL to provide 39 the necessary financial resources to implement in full all the acceptances of Jade shares in the Offer."
report06.pdf.txt_sent.csv,,,"Hence, their effect on the price or value of Jade shares would likely be more pronounced and the likelihood of their influence on the common investor in deciding whether or not to buy or sell Jade shares would likely be even more substantial."
report06.pdf.txt_sent.csv,,,"My opinion on Issue Five (i), (ii) and (iii), interpreted in combination, is as follows: a."
report06.pdf.txt_sent.csv,Reason,,"Any combination of the information described in Issue Five (i), (ii) and (iii), if it were generally available, was, in my opinion, likely to effect a significant change in the price or value of Jade shares; and b."
report06.pdf.txt_sent.csv,Reason,,"If any combination of these information were made generally available, there was a substantial likelihood, in my opinion, that it would influence a common investor in deciding whether or not to buy or sell Jade shares; and c."
report06.pdf.txt_sent.csv,Reason,,"In my opinion, a reasonable person in possession of any combination of the above information would expect it to have a material effect on the price or value of Jade shares."
report07.pdf.txt_sent.csv,,,My Observations on the Trading of Keda Shares
report07.pdf.txt_sent.csv,,,"I have been asked to provide a written expert opinion on: ""the issues ... in relation to the trades in the shares of Keda Communications Limited (""Keda"") listed in Appendix A (comprising of 3 pages), Appendix B (comprising of 2 pages) and Appendix C (comprising of 1 page) for the period between June 2008 to November 2009 (the ""Relevant Period"")"
report07.pdf.txt_sent.csv,,,"(Such trades will hereafter be referred to as the ""Suspicious Trades"". )"
report07.pdf.txt_sent.csv,,,"Keda has been listed on the Catalist bourse (formerly known as Sesdaq) of the Singapore Exchange Securities Trading Limited (""SGX"") since 25 July 20035."
report07.pdf.txt_sent.csv,,,Keda was delisted from the Catalist bourse of the SGX on 31 August 2010.
report07.pdf.txt_sent.csv,,,Whether the Suspicious Trades had created a false or misleading appearance: a. of active trading in Keda shares on the Catalist bourse of the SGX; with respect to the market for Keda shares on the Catalist bourse of the SGX; or with respect to the price of Keda shares on the Catalist bourse of the SGX. (2)
report07.pdf.txt_sent.csv,,,Whether the Suspicious Trades were likely to create a false or misleading appearance: d. of active trading in Keda shares on the Catalist bourse of the SGX; with respect to the market for Keda shares on the Catalist bourse of the SGX; with respect to the price of Keda shares on the Catalist bourse of the SGX. (3) ? Whether the Suspicious Trades reflected the forces of genuine supply and demand.16 (4) _
report07.pdf.txt_sent.csv,,,"Whether the Suspicious Trades had the effect of raising, lowering, maintaining or stabilizing the price of the Keda shares during the Relevant Period."
report07.pdf.txt_sent.csv,,,"Whether the Suspicious Trades were likely to have the effect of raising, lowering, maintaining or stabilizing the price of the Keda shares during the Relevant Period."
report07.pdf.txt_sent.csv,,,"22 Appendices A, B and C have been exhibited hereto as Annex A."
report07.pdf.txt_sent.csv,,,I have been provided with the following documents: a. Daily Listings of Orders and Trades in Keda shares for the Relevant Period.
report07.pdf.txt_sent.csv,,,Round?Trip Cross Trades between John?s account and Lee?s account.
report07.pdf.txt_sent.csv,,,"Appendix C ? ""Washed"" Trades between John?s accounts at Phillips Securities and Lim & Tan Securities."
report07.pdf.txt_sent.csv,,,SGXNet Announcements made by Keda from 1 June 2008 to 30 November 2009.
report07.pdf.txt_sent.csv,,,"A list of the announcements are exhibited hereto as Annex B. 4, Assumptions Made 4.1 I have reviewed the orders and trades of John and Lee from the point of view of an ordinary prudent investor, trading rationally and on a commercial basis."
report07.pdf.txt_sent.csv,,,"In my Report, I have assumed that trades executed in John?s accounts were John?s trades and, likewise, those executed in Lee?s account were Lee?s trades."
report07.pdf.txt_sent.csv,,,4.3 I have assumed that the information provided by SGX is accurate.
report07.pdf.txt_sent.csv,,,"As for the Appendices A, B and C given to me, I have verified them and found them to be correct."
report07.pdf.txt_sent.csv,,,"Appendix A shows a list of 33 ""Suspicious Trades"" grouped as 16 ""pairs"" of ""Round?Trip Cross Trades"" carried out by John and Lee over 16 days in the Relevant Period."
report07.pdf.txt_sent.csv,,,"15 of the 16 ""pairs"" consist of 2 ""Round?Trip Cross Trades"" each, with the remaining ""pair"" comprising 3 such trades (giving a total of 33 trades)."
report07.pdf.txt_sent.csv,,,"4.3 Appendix B shows a list of 19 ""Suspicious Trades"" done between John and Lee over 17 days, referred to as ""One?Way Cross Trades""."
report07.pdf.txt_sent.csv,,,"There was one such trade on each day, except for one day when 3 such trades were done."
report07.pdf.txt_sent.csv,,,"4.4 Appendix C shows a list of 6 ""Suspicious Trades"" carried out by John with himself as the counter?party, giving rise to the 6 ""Washed"" trades."
report07.pdf.txt_sent.csv,,,These were done over 4 days in the Relevant Period.
report07.pdf.txt_sent.csv,,,"I reviewed the Daily Listings of Orders and Trades in Keda shares provided by SGX for the Relevant Period and examined in detail the trades carried out by John and Lee, in particular, with respect to: a the price and volume of their orders and trades; b. the time and sequence of their orders and trades; c."
report07.pdf.txt_sent.csv,,,"The Daily Listing of Orders and Trades in Keda shares provided by SGX made it possible to re?construct, chronologically, how John and Lee used their respective securities accounts with Phillip Securities and Lim & Tan Securities to trade in Keda shares during the Relevant Period.19 5.3 In this Report, the time an order was entered or executed plays an important role in the review and has been frequently mentioned in the Report."
report07.pdf.txt_sent.csv,,,The format of 00:00:00 hrs is used.
report07.pdf.txt_sent.csv,,,"Thus, if a trade was done at 10 seconds after 9.30am in the morning, the time of the trade would be shown as 09:30:10 hrs, and likewise, if an order was placed at 4.00pm in the afternoon, the time the order was entered would be shown as 16:00:00 hrs."
report07.pdf.txt_sent.csv,,,"5.4 Also in this Report, ""bid"" refers to the buying price of the share and ""ask"" refers to the selling price of the share."
report07.pdf.txt_sent.csv,,,"The best ""bid"" and the best ""ask"" at any particular point in time represent the ""prevailing market"" for that share, and would be indicated as ""bid/ask"" (for example, the prevailing market was $0.085/$0.090 if the best ""bid"" was at $0.085 and best ""ask"" at $0.090)."
report07.pdf.txt_sent.csv,,,"For the Relevant Period, the ""bid"" and ""ask"" size for a share priced below a dollar was specified by SGX to be $0.005 or half a cent, as can be seen in the example given."
report07.pdf.txt_sent.csv,,,"By observing how the share was traded and the last done price, investors can, generally, get a feel of the prevailing market sentiment of a share."
report07.pdf.txt_sent.csv,,,"For example, all things being equal and irrespective of the overall trend, if a share is traded at the ""ask"" price, it is viewed as more ""bullish"", whereas if it is done at the ""bid"" price, it would be viewed as more ""bearish""."
report07.pdf.txt_sent.csv,,,This is no different from someone looking for an indication of the latest sentiment in the property market.
report07.pdf.txt_sent.csv,,,"If a piece of property is transacted at the seller?s price (""ask""), it meant that the buyer is more keen to buy the property and hence is willing to pay what the seller asks for."
report07.pdf.txt_sent.csv,,,"On the other hand, if the seller is eager20 to dispose of the property and willing to sell to the buyer at the latter?s price (""bid""), then this would be considered more ""bearish""."
report07.pdf.txt_sent.csv,,,"5.6 Therefore, during the course of a trading day, there will always be this interplay of ""bullish"" and ""bearish"" signals which will affect the share market sentiment and hence the trading of the shares."
report07.pdf.txt_sent.csv,,,"All things being equal, a ""bullish"" sentiment would tend to draw in buyers for a particular share whereas a ""bearish"" one would tend to encourage selling (or buying on a more cautious stance)."
report07.pdf.txt_sent.csv,,,5.7 The closing price (end?of?day price) of a share is an important piece of financial information.
report07.pdf.txt_sent.csv,,,It is widely used in charts and technical analysis.
report07.pdf.txt_sent.csv,,,Investment analysts derive ratios and averages from these closing prices and use them extensively in their investment research and for making investment decisions.
report07.pdf.txt_sent.csv,,,"Investors make use of price earnings ratios, dividend yield, etc. to assess the worth of a share, the calculations of which are based on closing prices."
report07.pdf.txt_sent.csv,,,Companies use closing prices to set the price of options offered to employees.
report07.pdf.txt_sent.csv,,,5.8 Banks and securities houses use the closing price of a share to compute the adequacy of the value of collaterals in margin accounts offered to clients.
report07.pdf.txt_sent.csv,,,Fund managers use closing prices for their periodic valuation of the funds they manage.
report07.pdf.txt_sent.csv,,,"How a fund performs over a month, a quarter or a year is measured by the change in the closing prices of the shares (over the relevant period) in the portfolio."
report07.pdf.txt_sent.csv,,,"In turn, this determines the performance of the fund manager and the fees and incentive he collects.110 10.3"
report07.pdf.txt_sent.csv,Event,,"At 08:58:59 hrs, just one second before the pre?open matching time of 08:59:00 hrs, John entered a buy order for 1 lot at $0.115."
report07.pdf.txt_sent.csv,,,This was matched with Lee?s sell order at 08:59:00 hrs.
report07.pdf.txt_sent.csv,Event,,The timing of John?s buy order and his interest in buying only 1 lot when there were another 19 lots available at this price gave rise to suspicions.
report07.pdf.txt_sent.csv,Event,,The price of Keda shares traded between John and Lee was at $0.115.
report07.pdf.txt_sent.csv,Event,Number of trades that caused price to move up,"This was $0.025 or 5 ""bids"" above the last done price of $0.090."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,It was also the last trade of the day and set the closing price of Keda shares at $0.115.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"10.5 If not for the trade between John and Lee, there would have been no trades done on this day and the last done price would have been $0.090 instead of $0.1 15."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,There were only two trades totaling 21 lots of Keda shares done on this day.
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"John bought 20 lots of Keda shares from a third party and 1 lot from Lee, the latter of which was a ""One?Way Cross Trade""."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 10:45:02 hrs, Lee entered an order to sell 1 lot of Keda shares at $0.085 using his securities account (20?0470723) with Phillip Securities."
report07.pdf.txt_sent.csv,Event,,"This order was second on the sell queue, just behind the 20 lots selling at the lower price of $0.050 by a third party (even though it was $0.035 or 7 ""bids"" higher)."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"11.3 Forty two seconds later, at 10:45:44 hrs, John used his securities account (20?0313252) with Phillip Securities to buy 21 lots of Keda shares at 98111 $0.085."
report07.pdf.txt_sent.csv,Event,,This was matched with the 20 lots selling at $0.050 by a third party and the 1 lot selling at $0.085 by Lee.
report07.pdf.txt_sent.csv,,,There were no other trades after this for the rest of the day.
report07.pdf.txt_sent.csv,,,11.4 The manner in which John bought these shares gave rise to suspicion.
report07.pdf.txt_sent.csv,Event,,He could have just bought the 20 lots offered at the lower price of $0.050 and wait for more sellers to appear (and he still had the whole afternoon session to trade).
report07.pdf.txt_sent.csv,Event,,John chose to buy 21 lots at one go instead.
report07.pdf.txt_sent.csv,Event,,"In this way, John was able to buy the 1 lot that Lee was selling at $0.085."
report07.pdf.txt_sent.csv,Event,,"The price of $0.085 was $0.035 or 7 ""bids"" higher than that for the 20 lots ($0.050)."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"Johns purchase was the last trade for the day and set the closing price at $0.085, which was $0.025 or 5 bids"" higher than the last done price of $0.060."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"11.5 If John had not made the purchase of the 21 lots there would have been no trades done on this day, and the last done price would have been $0.060 instead of $0.085."
report07.pdf.txt_sent.csv,,,"There was only one trade done on this day and it was the ""One?"
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"By now, John and Lee had already carried out 11 pairs of round?tripping? trades, 6 ""Washed"" trades and"
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"12.2 At 13:58:16 hrs, John used his securities account (20?0210331) with Phillip Securities to enter a buy order for 1 lot of Keda shares at $0.070."
report07.pdf.txt_sent.csv,Event,,"This buy order was higher than the prevailing best ""bid"" of $0.045."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 13:58:38 hrs, Lee used his securities account (20?0470723) with Phillip Securities to enter a sell order for 1 lot at $0.065."
report07.pdf.txt_sent.csv,,,"When the pre?open routine (lunch break) kicked in to match shares at 13:59:00 hrs, Lee?s sell"
report07.pdf.txt_sent.csv,Event,,order was matched at $0.065 with John?s buy order.
report07.pdf.txt_sent.csv,,,12.4 The timing and price of John?s and Lee?s orders aroused suspicion as they appeared to have been arranged such that they would be matched with each other.
report07.pdf.txt_sent.csv,Event,,The traded volume of just 1 lot of Keda shares also added to the suspicion.
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"As there were no other trades done after this, the trade between John and Lee was also the last trade for the day and set the closing price of Keda shares at $0.065."
report07.pdf.txt_sent.csv,Event,,"This price was, however, lower than the last done price of $0.070 (which was the last trade done on 5 June 2009)."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"12.6 If not for this trade between John and Lee, there would have been no trades done on this day, and the last done would have been at $0.070 instead of $0.065."
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"The ""Washed"" Trades 13 5 December 2008 13.1"
report07.pdf.txt_sent.csv,,,There were only four trades done on this day.
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"Of these four trades, two trades were between John and a third party, and the other two were ""Washed"" trades which John did with himself."
report07.pdf.txt_sent.csv,Event,,"By now John and Lee had already carried out 9 pairs of round?tripping trades, 8"
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 15:29:41 hrs, John used his securities account (20?0313252) with Phillip Securities to enter a sell order for 1 lot of Keda shares at $0.055."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 15:30:53 hrs, John used his other securities account (12?0111228) with Lim & Tan Securities to enter another sell order for 24 lots at the same price of $0.055."
report07.pdf.txt_sent.csv,Event,,"At 16:29:42 hrs, a third party sold 25 lots of Keda shares at $0.055 which was matched with John?s two sell orders (for 1 lot and 24 lots)."
report07.pdf.txt_sent.csv,Event,,"The price of this trade was $0.010 or 2 ""bids"" below that of the last done price."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 16:31:32 hrs, John used his securities account with Lim & Tan to enter a sell order for 15 lots at $0.055."
report07.pdf.txt_sent.csv,Event,,"This sell order was at the front of the sell queue as the best ""ask"" then was $0.060."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 16:36:11 hrs, John used this same account with Lim & Tan to enter another sell order at $0.055, but this time for 29 lots."
